"Breast cancer screening. Female. Average-risk, with less than 15% lifetime risk of breast cancer",,,
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Octreotide scan with SPECT or SPECT/CT chest and abdomen,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Indeterminate, less than 1 cm liver lesion on initial imaging with CT (noncontrast or single-phase) or noncontrast MRI. Known history of an extrahepatic malignancy.",7,,11
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,Usually appropriate,☢☢☢☢ 10-30 mSv,
US abdomen with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
Percutaneous image-guided biopsy liver,May be appropriate,Varies,
US abdomen,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Liver spleen scan,Usually not appropriate,☢☢☢ 1-10 mSv,
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
DOTATATE PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Octreotide scan with SPECT or SPECT/CT chest and abdomen,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Incidental liver lesion, less than 1 cm on US, noncontrast or single-phase CT, or noncontrast MRI. Known chronic liver disease.",8,,10
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,Usually appropriate,☢☢☢☢ 10-30 mSv,
US abdomen with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
Percutaneous image-guided biopsy liver,Usually not appropriate,Varies,
Liver spleen scan,Usually not appropriate,☢☢☢ 1-10 mSv,
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
DOTATATE PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Octreotide scan with SPECT or SPECT/CT chest and abdomen,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Endoscopy reveals nonvariceal upper gastrointestinal arterial bleeding source.,8,,
Arteriography visceral,Usually appropriate,☢☢☢ 1-10 mSv,
CTA abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT enterography,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
Fluoroscopy upper GI series,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT abdomen with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Endoscopy confirms nonvariceal upper gastrointestinal bleeding without a clear source.,2,,8
Arteriography visceral,Usually appropriate,☢☢☢ 1-10 mSv,
CTA abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
RBC scan abdomen and pelvis,May be appropriate,☢☢☢ 1-10 mSv,
CT enterography,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
Fluoroscopy upper GI series,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT abdomen with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Nonvariceal upper gastrointestinal bleeding; negative endoscopy.,3,,8
Arteriography visceral,Usually appropriate,☢☢☢ 1-10 mSv,
CTA abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,
CT enterography,Usually appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
RBC scan abdomen and pelvis,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy upper GI series,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT abdomen with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Postsurgical and traumatic causes of nonvariceal upper gastrointestinal bleeding; endoscopy contraindicated.,4,,8
Arteriography visceral,Usually appropriate,☢☢☢ 1-10 mSv,
CT abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CTA abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT enterography,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
Fluoroscopy upper GI series,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Palpable abdominal mass. Suspected intra-abdominal neoplasm. Initial imaging.,11,,
US abdomen,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRI abdomen without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Radiography abdomen,Usually not appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy contrast enema,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Fluoroscopy upper GI series,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
Fluoroscopy upper GI series with small bowel follow-through,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Palpable abdominal mass. Suspected abdominal wall mass. Initial imaging.,2,,11
US abdomen,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRI abdomen without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Radiography abdomen,Usually not appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy contrast enema,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Fluoroscopy upper GI series,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
Fluoroscopy upper GI series with small bowel follow-through,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Incidentally detected pancreatic cyst less than or equal to 2.5 cm in size. Initial evaluation.,6,,
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast with MRCP,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,May be appropriate,☢☢☢☢ 10-30 mSv,
US abdomen endoscopic,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Incidentally detected pancreatic cyst greater than 2.5 cm in size. No high-risk stigmata or worrisome features. Initial evaluation.,2,,6
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
US abdomen endoscopic,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast with MRCP,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,May be appropriate,☢☢☢☢ 10-30 mSv,
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Incidentally detected pancreatic cyst greater than 2.5 cm in size. High-risk stigmata or worrisome features. Initial evaluation.,3,,6
US abdomen endoscopic,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast with MRCP,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,May be appropriate,☢☢☢☢ 10-30 mSv,
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Incidentally detected main pancreatic duct dilation greater than 7 mm in size. Suspected main duct intraductal papillary mucinous neoplasm (IPMN). Initial evaluation.,4,,6
US abdomen endoscopic,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,May be appropriate,☢☢☢☢ 10-30 mSv,
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Follow-up imaging of pancreatic cyst.,5,,6
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,Usually appropriate,☢☢☢☢ 10-30 mSv,
US abdomen endoscopic,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Rectal cancer. Locoregional staging.,7,,
US pelvis transrectal,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI pelvis without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI pelvis without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen and pelvis without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT colonography,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Colorectal cancer. Staging for distant metastases.,2,,6
MRI abdomen and pelvis without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT chest abdomen pelvis with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
MRI abdomen and pelvis without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT chest abdomen pelvis without IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT whole body,May be appropriate,☢☢☢☢ 10-30 mSv,
CT chest abdomen pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.",10,,
CT abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
US abdomen,May be appropriate,O 0 mSv,O 0 mSv [ped]
US pelvis,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Radiography abdomen,Usually not appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy contrast enema,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
WBC scan abdomen and pelvis,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Right lower quadrant pain, fever, leukocytosis. Possible appendicitis. Atypical presentation. Initial imaging.",2,,10
CT abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
US abdomen,May be appropriate,O 0 mSv,O 0 mSv [ped]
US pelvis,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Radiography abdomen,Usually not appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy contrast enema,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
WBC scan abdomen and pelvis,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.",3,,10
US abdomen,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
US pelvis,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Radiography abdomen,Usually not appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy contrast enema,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
WBC scan abdomen and pelvis,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Right upper quadrant pain. Suspected biliary disease. Initial imaging.,7,,
US abdomen,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast with MRCP,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast with MRCP,May be appropriate,O 0 mSv,O 0 mSv [ped]
Nuclear medicine scan gallbladder,May be appropriate,☢☢ 0.1-1mSv,
CT abdomen with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Right upper quadrant pain. No fever or high white blood cell (WBC) count. Suspected biliary disease. Negative or equivocal ultrasound.,2,,6
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Nuclear medicine scan gallbladder,May be appropriate,☢☢ 0.1-1mSv,
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
"Right upper quadrant pain. Fever, elevated WBC count. Suspected biliary disease. Negative or equivocal ultrasound.",3,,6
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Nuclear medicine scan gallbladder,Usually appropriate,☢☢ 0.1-1mSv,
CT abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRI abdomen without IV contrast with MRCP,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Right upper quadrant pain. Suspected acalculous cholecystitis. Negative or equivocal ultrasound.,4,,7
Nuclear medicine scan gallbladder,Usually appropriate,☢☢ 0.1-1mSv,
Percutaneous cholecystostomy,May be appropriate,Varies,
MRI abdomen without and with IV contrast with MRCP,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast with MRCP,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Pancreatic ductal adenocarcinoma. Initial staging pretreatment.,8,,
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
US abdomen endoscopic,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
FDG-PET/CT skull base to mid-thigh,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
US abdomen transabdominal,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Pancreatic ductal adenocarcinoma. Follow-up post-neoadjuvant therapy. Evaluate resectability for borderline resectable tumor.,2,,8
